source_id,rq_id,design,appraisal_tool,domain_judgments,overall_judgment,youth_directness,architecture_directness,outcome_compatibility,time_horizon_compatibility,correction_state,overlap_group,reviewer_1,reviewer_2,adjudication,human_confirmation,notes
"FRV2-G-002","RQ-G","CLINICAL_REPORT","JBI_CASE_REPORT","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_CASE_REPORT;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","NOT_ASSESSED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not runner-specific; no automated symptom interpretation, safety probability, readiness or 9.5-day validation; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-006","RQ-G","CONSENSUS_STATE_OF_SCIENCE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","FEMALE_TRIAD_2025_UPDATE","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Female-specific construct; no sex-based score, restriction, diagnosis, readiness or product safety inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-007","RQ-G","CLINICAL_CONSENSUS_GUIDELINE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","FEMALE_TRIAD_2025_UPDATE","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Female-specific and medical-data dependent; no diagnosis, readiness, safety or automated clearance; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-008","RQ-G","CLINICAL_CONSENSUS_GUIDELINE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","MALE_TRIAD_CONSENSUS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No youth-running software validation, diagnosis, risk score, readiness or automated return-to-play; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-009","RQ-G","CONSENSUS_STATEMENT","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","PEDIATRIC_SLEEP_CONSENSUS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not athlete-specific; no single-night injury prediction, diagnosis, recovery, readiness or 9.5-day safety inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-010","RQ-G","CLINICAL_CONSENSUS_STATEMENT","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","IOC_ACUTE_RESPIRATORY_CONSENSUS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Respiratory focus; no consumer symptom-checker validation, readiness, medical safety or clearance inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-011","RQ-G","TEAM_PHYSICIAN_CONSENSUS","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","ADOLESCENT_TEAM_PHYSICIAN_CONSENSUS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No youth-runner-specific rule, diagnosis, readiness, safety probability or automated return-to-sport clearance; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-012","RQ-G","SCOPING_REVIEW_AND_DELPHI_CONSENSUS","JBI_SCOPING_REVIEW","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_SCOPING_REVIEW;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","IOC_SAFEGUARDING_CONSENSUS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No software diagnosis or abuse classification; exact local procedure, confidentiality and emergency copy require human approval; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-013","RQ-G","ORGANIZATIONAL_STANDARD","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","INTERNATIONAL_CHILD_SAFEGUARDS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=No diagnosis, credibility score, readiness, safety or automated case resolution; local law controls; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-014","RQ-G","SCOPING_REVIEW","JBI_SCOPING_REVIEW","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_SCOPING_REVIEW;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","DIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","GROWTH_MATURATION_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Mixed-sport and elite-pathway directness; no causal threshold, diagnosis, readiness or clearance rule; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-015","RQ-G","PROSPECTIVE_COHORT","JBI_COHORT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_COHORT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","PARTIAL","COMPATIBLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","ELITE_ADOLESCENT_GROWTH_COHORT","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Small male elite single-academy observational study; numeric IRRs cannot become individual risk score, diagnosis or clearance; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-016","RQ-G","PROSPECTIVE_COHORT","JBI_COHORT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=JBI_COHORT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","DIRECT","INDIRECT","COMPATIBLE","COMPATIBLE","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","ADOLESCENT_RUNNER_STRESS_FRACTURE_COHORT","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Older cohort; self-report and low events; no causal threshold, diagnosis, risk probability, readiness or restriction from sex/BMI/menarche; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-017","RQ-G","SYSTEMATIC_REVIEW","AMSTAR_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","DIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","RUNNER_INJURY_RISK_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Heterogeneous definitions and transition-age population; no automated risk score, diagnosis, readiness, safety or clearance; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-018","RQ-G","NARRATIVE_REVIEW","SANRA_NARRATIVE_REVIEW","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=SANRA_NARRATIVE_REVIEW;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","ADOLESCENT_BSI_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not runner-only; no diagnosis, treatment, risk score, readiness or safety inference from training data; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-019","RQ-G","SYSTEMATIC_REVIEW","AMSTAR_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","PERIPHYSEAL_STRESS_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Mixed sports; no symptom-screen validation, causal threshold, diagnosis, treatment, readiness or clearance; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-020","RQ-G","SYSTEMATIC_REVIEW_AND_META_ANALYSIS","AMSTAR_2","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=AMSTAR_2;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","ADOLESCENT_SLEEP_INJURY_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Only seven observational studies; no causal or individual threshold, diagnosis, readiness, safety or session-clearance inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-021","RQ-G","CLINICAL_REVIEW","SANRA_NARRATIVE_REVIEW","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=SANRA_NARRATIVE_REVIEW;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","DIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","GROWING_BONE_PAIN_REVIEW","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Not a primary cohort; no diagnosis-specific management, treatment, risk probability, readiness or clearance inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"FRV2-G-022","RQ-G","EDITORIAL_COMMENTARY","JBI_TEXT_AND_OPINION","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=JBI_TEXT_AND_OPINION;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","REDS_TRIAD_CONCEPTUAL_DEBATE","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Female-focused and authorship overlap; no diagnosis, score, readiness, safety or automated return-to-play inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-DOI-10.1136-BMJ.H1793","RQ-E","METHOD_GUIDANCE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","NON_INDEPENDENT_INPUT_PENDING_HUMAN_REAPPRAISAL","PENDING_HUMAN","independence_state=NON_INDEPENDENT_EXTRACTION_INPUT; decision_use=INCLUDE; limitations=Reporting guidance does not validate ABAB or crossover for cumulative training adaptation and supplies no universal baseline count freshness threshold efficacy safety or 9.5-day scientific superiority; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-10907753","RQ-E","METHODS_PAPER","METHODS_VALIDITY_AND_TRANSPARENCY","full_text=RETRACTED_OR_CORRECTED;screening=DEFER;tool=METHODS_VALIDITY_AND_TRANSPARENCY;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","CORRECTION_LINKED_AND_RECORDED | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","OV-MEASUREMENT | MEASUREMENT_RELIABILITY_METHODS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=DEFER; limitations=ABSTRACT_ONLY; approximate participant or trial guidance is for reliability studies and is not a universal within-athlete observation gate; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-12741870","RQ-C","PRIMARY_OR_OFFICIAL_SOURCE","DESIGN_MATCH_PENDING_METADATA_NORMALIZATION","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_METADATA_NORMALIZATION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Cycling may preserve selected aerobic status but is not performance-equivalent, a recovery accelerator, or a Formation slot rule; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-17149987","RQ-C","RANDOMIZED_OR_COMPARATIVE_PRIMARY","DESIGN_MATCH_PENDING_FULL_TEXT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_FULL_TEXT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND","OV-RUNNER-STRENGTH","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Supports context-specific plyometric adaptation only; no microcycle placement, safety, or 9.5-day inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-20386477","RQ-B","RANDOMIZED_OR_COMPARATIVE_PRIMARY","DESIGN_MATCH_PENDING_FULL_TEXT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_FULL_TEXT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","COMPATIBLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED","NONE_IDENTIFIED | NOT_VERIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Outcome-specific plyometric residual cannot establish whole-session clearance; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-23134196","RQ-A","PRIMARY_OR_OFFICIAL_SOURCE","DESIGN_MATCH_PENDING_METADATA_NORMALIZATION","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_METADATA_NORMALIZATION;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","COMPATIBLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND","NONE_IDENTIFIED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Small adult cycling study cannot establish running-frame length, 9.5-day superiority, or safety; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-23838975","RQ-C","RANDOMIZED_OR_COMPARATIVE_PRIMARY","DESIGN_MATCH_PENDING_FULL_TEXT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_FULL_TEXT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","PARTIAL","INDIRECT","COMPATIBLE","COMPATIBLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | PUBMED_METADATA_NO_NOTICE_FOUND_2026-07-17","NONE_IDENTIFIED | FRV2-OVERLAP-RUNNER-STRENGTH-REVIEWS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Supports component inclusion only, not calendar position, safety, or 9.5-day mechanics; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-25976398","RQ-E","METHOD_GUIDANCE","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=RETRACTED_OR_CORRECTED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","NOT_APPLICABLE","INDIRECT","NOT_APPLICABLE","NOT_APPLICABLE","CORRECTION_LINKED_AND_RECORDED | ERRATUM_IN_PMID_27758798","NONE_IDENTIFIED | N_OF_1_REPORTING_GUIDELINES","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=OFFICIAL_FULL_TEXT_AVAILABLE_BUT_ABSTRACT_USED; reporting completeness is not design validity; onset carryover trend confounding and missingness still require separate handling; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-26084524","RQ-G","CONSENSUS_STATEMENT","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","PARTIAL","INDIRECT","COMPATIBLE","PARTIAL","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_NOTICE_FOUND","OV-YOUTH-CONSENSUS | NOT_ASSESSED","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Broad consensus; no blanket exclusion by age, sex, body size or performance and no medical clearance inference; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-27300278","RQ-A","RANDOMIZED_OR_COMPARATIVE_PRIMARY","DESIGN_MATCH_PENDING_FULL_TEXT","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=DESIGN_MATCH_PENDING_FULL_TEXT;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","PARTIAL","COMPATIBLE","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND","OV-PERIODIZATION","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Counters a universal sequence effect but cannot prescribe a 9.5-day running architecture; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-28054257","RQ-E","CONSENSUS_STATEMENT","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=FULL_TEXT_VERIFIED;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=UNRESOLVED_CONSERVATIVE","SOME_CONCERNS","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","OV-MEASUREMENT | MEASUREMENT_PROPERTY_CONSENSUS","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Expert consensus does not validate a particular metric and provides no universal n duration or freshness threshold; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
"SRC-PMID-28463642","RQ-D","CONSENSUS_STATEMENT","CONSENSUS_GUIDANCE_FRAMEWORK","full_text=ABSTRACT_ONLY;screening=INCLUDE;tool=CONSENSUS_GUIDANCE_FRAMEWORK;numeric_score=NOT_USED;item_level_judgments=NOT_VERIFIED","NOT_ASSESSABLE","INDIRECT","INDIRECT","COMPATIBLE","PARTIAL","NO_LINKED_CORRECTION_OR_RETRACTION_FOUND | NOT_VERIFIED | NO_CORRECTION_OR_RETRACTION_FLAG_IN_PUBMED_AS_OF_2026-07-17","NONE_IDENTIFIED | ATHLETE_MONITORING_REVIEW_FAMILY","NOT_APPLICABLE","AI_APPRAISAL_LANE_2","PENDING_INDEPENDENT_APPRAISAL","PENDING_HUMAN","independence_state=INDEPENDENT_APPRAISAL_INPUT; decision_use=INCLUDE; limitations=Consensus rather than validation; no youth middle-distance directness; does not support a downstream state score; product_identity=9_5_DAY_FORMATION_SEPARATE_FROM_SCIENTIFIC_CLAIMS; runtime_authority=false"
