source_id,rq_id,field,lane_1_value,lane_2_value,resolution,human_confirmation
SRC-PMID-32991706,RQ-D,individual_response,Individual-level measurement properties and response rules were not established,No universal individual-response or action threshold was established,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-32991706,RQ-D,limitations,Adult team sports rather than youth distance runners; association remained unclear and may not be expected or useful; weak measurement-property evidence; named items must not be collapsed with objective load or each other into a single fatigue readiness recovery or safety score,Team-sport indirectness and weak or incomplete measurement-property evidence; does not validate one fatigue score readiness inference safety decision or 9.5-day rule,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,population,Children and adolescent runners; evidence strongest in adolescents,Children and adolescent runners; highest target directness in packet,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,event,YOUTH_RUNNING,RUNNING,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,intervention,International youth-running consensus on individualized training nutrition health and participation decisions,International consensus on minimizing injury and illness in youth runners,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,comparator,Opinion-based age-distance recommendations,Individual clinical judgement and qualified human assessment,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,component_dose,Individual and clinically judged decisions; no validated age-to-distance ceiling,"Training, nutrition, health and participation considerations; no validated age-distance dose",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,outcome_domain,YOUTH_RUNNER_TRANSFER;CLINICAL_HANDOFF,YOUTH_RUNNER_SAFETY_BOUNDARY;HUMAN_HANDOFF,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,outcome_measure,Evidence gaps; distance recommendations; pain illness nutrition energy and participation concerns,"Evidence basis for age-distance recommendations; individualized judgement; pain, illness, nutrition and participation concerns",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,instrument_protocol,Consensus informed by literature and expert review,"Consensus-informed boundary: explicit concern suppresses candidate and routes to appropriate human; age alone never clears; no diagnosis, risk score or readiness state",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,missingness,Preadolescent and puberty-specific evidence is especially sparse,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,adverse_events,Injury and health concerns discussed; no product adverse-event estimate,Injury and illness are source domains; no product adverse-event rate extracted,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,effect_estimate,Suitable running distance by age is opinion-based and evidence is incomplete; explicit concerns support human review,Suitable running-distance recommendations by age described as opinion-based; evidence base incomplete,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,uncertainty,No validated age-distance injury-prediction or clearance rule,Limited mostly adolescent evidence; no validated age-distance or clearance rule,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,individual_response,NOT_REPORTED,Individual decisions required; no algorithmic individual response validated,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33122252,RQ-G,limitations,Consensus with limited mostly adolescent evidence; cannot establish Formation efficacy safety causal thresholds age mileage permission or clearance,Consensus and abstract/accessed sections only; no 9.5-day safety validation or automated medical inference,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,population,750 adults across 27 studies,750 adults across 27 studies; 523 male and 227 female,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,event,CONCURRENT_RESISTANCE_AND_ENDURANCE,Concurrent resistance and endurance training,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,training_age,MIXED,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,competitive_level,UNTRAINED_MODERATELY_TRAINED_AND_TRAINED,"Untrained, moderately trained, and trained",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,intervention,Systematic review/meta-analysis of concurrent versus identical resistance-only training,Concurrent endurance and identical resistance training,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,component_dose,Heterogeneous longitudinal programs,Heterogeneous protocols,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,component_order,Source-level order heterogeneous,Same-session or different-session categories,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,separation_hours,12 same-session under 20 min; 13 different sessions over 2 h; 2 mixed; 1 NOT_REPORTED,UNDER_0.333_VERSUS_OVER_2,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,actual_interval_hours,UNDER_0.33_OR_OVER_2,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,outcome_domain,LOWER_BODY_MAXIMAL_STRENGTH,STRENGTH,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,outcome_measure,Lower-body 1RM meta-analytic effects,Lower-body one-repetition maximum,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,instrument_protocol,FULL_TEXT_VERIFIED systematic review,Systematic review/meta-analysis,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,time_horizon,HETEROGENEOUS,Long-term adaptation,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,time_points,PRE;POST,Pre and post interventions,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,missingness,Adverse events and source-level youth running detail NOT_REPORTED,Two studies mixed separation and one did not report,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,adverse_events,NOT_SYNTHESIZED,Adverse events not synthesized,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,effect_estimate,"No penalty untrained or moderately trained; small resistance-only advantage trained; same-session trained subgroup negative, different-session null",No significant penalty untrained or moderately trained; trained ES -.35; trained same-session ES -.66 and different-session null,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,uncertainty,Between-study subgroup; adult outcome-specific evidence,Between-study subgroup result; adult and strength-specific; bins are not validated thresholds,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,individual_response,Training-status differences,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-33751469,RQ-C,limitations,Duplicate bibliographic identity with raw C21; bins are not validated thresholds and do not determine component order,"Cannot determine endurance-first versus strength-first, adolescent separation, safety, or 9.5-day schedule",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,population,World-class adult 800-m and 1500-m runners,World-class adult 800-m and 1500-m runners represented in scientific and best-practice literature,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,event,800_M;1500_M,800 m and 1500 m,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,sex,Both sexes,Both sexes; literature biased toward men,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,maturity,NOT_APPLICABLE,ADULT,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,competitive_level,WORLD_CLASS,World class,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,season,MULTIPLE_PHASES,"Preparation, competition, and transition concepts",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,intervention,Review contrasting event demands and training practices,Event-specific integration of training principles and practice,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,comparator,800-m versus 1500-m demands/practice,800-m versus 1500-m demand and practice continuum,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,component_dose,Source-specific training volumes and intensity distributions,Reported preparation volumes about 50-120 km/week for 800 m versus 120-170 km/week for 1500 m; training distributions about 60/40 versus 90/10 below versus at/above anaerobic threshold,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,component_order,NOT_REPORTED,Event-specific component emphasis; no exact microcycle comparison,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,actual_interval_hours,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,outcome_domain,EVENT_DEMAND;TRAINING_PRACTICE,EVENT_DEMAND;PRACTICE_DESCRIPTION,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,outcome_measure,Differences between 800-m and 1500-m training characteristics,"Aerobic/anaerobic distribution, volume, intervals, strength, power, plyometrics",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,instrument_protocol,FULL_TEXT_VERIFIED review,Narrative review and position statement using scientific and best-practice literature,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,time_horizon,MULTIPLE_PHASES,Long-term elite development,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,time_points,NOT_REPORTED,Annual phases and typical training organization,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,missingness,"Adolescent strata, exact cycle length, and safety outcomes NOT_REPORTED",Formal source-level completeness NOT_VERIFIED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,adverse_events,NOT_SYNTHESIZED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,effect_estimate,Supports retaining event-specific differences,"800- and 1500-m athletes show materially different volumes, distributions, and component emphasis",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,uncertainty,Review/practice synthesis; no direct calendar-frame comparison,Narrative evidence; male and long-distance-thinking bias; no adolescent or cycle-length comparison,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,individual_response,NOT_REPORTED,Substantial athlete-profile diversity described,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34021488,RQ-A,limitations,Supports separating 800 and 1500 inputs only; no adolescent 9.5-day efficacy or safety conclusion,"Supports event stratification only; not direct adolescent 9.5-day efficacy, safety, or automatic clearance evidence",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,population,435 runners from three studies,435 adult runners from three studies,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,competitive_level,Mixed runners,MIXED_RUNNERS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,intervention,Coupled uncoupled and EWMA ACWR using 2-week acute over 4 6 8 10 or 12-week chronic hours or kilometres,Two-week acute load divided by 4 6 8 10 or 12-week chronic hours or kilometres using multiple variants,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,comparator,Comparison among calculation variants and running-related injury observations,Coupled uncoupled and exponentially weighted methods,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,component_dose,External running load: hours and kilometres kept separate; derived dimensionless ACWR keeps load unit acute/chronic windows coupling weighting and biweekly sampling provenance,Biweekly exposure over 18-65 weeks,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,component_order,Biweekly aggregate series; hours and kilometres are not added or converted without a defined method,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,separation_hours,Two-week acute and 4 6 8 10 or 12-week chronic windows; not a session recovery interval,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,outcome_domain,METHOD_DEPENDENCE_AND_ASSOCIATION_BOUNDARY,METHOD_DEPENDENCE_AND_DIRECTION_INSTABILITY,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,outcome_measure,ACWR variants and observed running-related injury probability,Association of specified ACWR variants with observed running-related injury,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,instrument_protocol,Biweekly exposure with Bayesian logistic mixed models; raw unit window coupling weighting and sampling cadence required,Persist load unit windows coupling weighting observation cadence and sparse-data handling; no classification,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,time_horizon,18 to 65 weeks,18_TO_65_WEEKS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,time_points,Biweekly observations,BIWEEKLY,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,missingness,EWMA results were sparse; exact missing-data handling not extracted,EWMA estimates sparse; exact missingness not extracted,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,adverse_events,Running-related injuries observed but not accepted as descriptive-load output or causal target,Observed injury outcome is boundary evidence only and not a descriptive product output,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,effect_estimate,Higher ACWR associated with lower observed injury probability; coupled and uncoupled similar; EWMA sparse and non-significant,Higher ACWR associated with lower observed injury probability; coupled/uncoupled similar; EWMA sparse/non-significant,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,uncertainty,Bayesian model uncertainty not fully extracted,Secondary observational analysis; association is non-causal and method/cadence dependent,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34052983,RQ-D,limitations,Secondary observational adult-runner analysis; association not causal risk or product rule; hours and kilometres are distinct series; no universal threshold fatigue readiness or plan action,Adult runners; no universal threshold risk meaning or plan action; injury association cannot be promoted into product semantics,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,event,1500_M_RUNNING,1500 m,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,competitive_level,HIGHLY_TRAINED,Highly trained,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,season,TAPER,Taper,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,intervention,Two seven-day taper protocols,Two seven-day taper strategies in crossover,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,comparator,Lower-volume/higher-intensity taper versus alternate seven-day taper,Race-pace taper versus lower-volume higher-intensity taper,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,component_dose,7 days per taper; n=8 crossover,Race-pace: continuous volume -30% and final intervals at 1500-m pace; high-intensity: volume -60% and final intervals at 110% race pace,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,component_order,Protocol-specific,Two taper conditions separated by at least three weeks regular training,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,separation_hours,Crossover washout NOT_REPORTED,504_OR_MORE_BETWEEN_TAPERS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,actual_interval_hours,NOT_REPORTED,168_TAPER_DURATION,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,outcome_domain,1500_M_PERFORMANCE;TAPER_RESPONSE,PERFORMANCE;PACING,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,outcome_measure,Time-trial/performance and study-reported taper indices,1500-m indoor time trial and 300-m segment pacing,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,instrument_protocol,ABSTRACT_ONLY,Crossover study; abstract-level extraction,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,time_horizon,7 DAYS_PER_CONDITION,Seven-day taper response,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,time_points,PRE;POST_TAPER,Time trial one day before and one day after each taper,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,missingness,"Age, sex, exact dose, washout, and adverse events NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,effect_estimate,Lower volume with retained or increased intensity favored selected outcomes in this tiny crossover,Time improved 5.2 +/- 3.7 s after high-intensity taper and 3.2 +/- 3.8 s after race-pace taper; early 300-m segments faster after both,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,uncertainty,n=8; abstract-limited; two seven-day tapers only,n=8; abstract only; two taper packages differ in volume and final intensity,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,individual_response,Within-athlete crossover responses NOT_REPORTED,Within-athlete crossover with at least three-week washout,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34062089,RQ-A,limitations,"Not a 9.5-day taper rule, whole-frame test, or recovery/safety clearance study","Supports taper-component direction in a tiny sample, not a 9.5-day taper rule, whole-frame benefit, or safety",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,population,113 competitive adolescent distance runners from England Athletics clubs,113 competitive adolescent distance runners from England Athletics clubs,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,event,DISTANCE_RUNNING;TRACK_AND_FIELD,DISTANCE_RUNNING;TRACK_AND_FIELD,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,age_range,13-18_YEARS,13-18_YEARS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,sex,MIXED_SEX;EXACT_COUNTS_NOT_RETAINED,MIXED_SEX;EXACT_COUNTS_NOT_RETAINED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,maturity,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,training_age,NOT_REPORTED,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,competitive_level,COMPETITIVE_CLUB_RUNNERS,COMPETITIVE_CLUB_RUNNERS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,season,PREVIOUS_12_MONTHS,PREVIOUS_12_MONTHS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,intervention,Retrospective online questionnaire of running-related injury and training practices,Retrospective online questionnaire of running-related injury and training practices,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,comparator,Sex and age-group descriptive comparisons; no intervention,Sex and age-group descriptive comparisons; no intervention,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,component_dose,One questionnaire completed April-December 2018 about previous 12 months,One questionnaire completed April-December 2018 about previous 12 months,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,component_order,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,separation_hours,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,target_interval_hours,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,actual_interval_hours,NOT_APPLICABLE,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,outcome_domain,INJURY_EPIDEMIOLOGY;TRAINING_PRACTICE;TRANSFER,INJURY_EPIDEMIOLOGY;TRAINING_PRACTICE;TRANSFER,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,outcome_measure,RRI incidence proportion and rate; body area; overuse mechanism; training frequency volume intensity; specialization,RRI incidence proportion and rate; body area; overuse mechanism; training frequency volume intensity; specialization,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,instrument_protocol,Cross-sectional self-report questionnaire with incidence proportion and participation-hour rate calculations,Cross-sectional self-report questionnaire with incidence proportion and participation-hour rate calculations,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,time_horizon,PREVIOUS_12_MONTHS,PREVIOUS_12_MONTHS,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,time_points,ONE_RETROSPECTIVE_SURVEY,ONE_RETROSPECTIVE_SURVEY,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,missingness,Target sample was 151 and 113 participated; item-level missingness not retained,Target sample was 151 and 113 participated; item-level missingness not retained,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,adverse_events,Running-related injuries were the observed outcome,Running-related injuries were the observed outcome,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,effect_estimate,All-RRI incidence proportion 68% and rate 6.3 per 1000 participation hours; knee foot or toes and lower leg common; 58% reported high specialization,All-RRI incidence proportion 68% and rate 6.3 per 1000 participation hours; knee foot or toes and lower leg common; 58% reported high specialization,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,uncertainty,95% CI 60%-77% for incidence proportion and 5.3-7.4 per 1000 hours for incidence rate,95% CI 60%-77% for incidence proportion and 5.3-7.4 per 1000 hours for incidence rate,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,individual_response,Training frequency increased with chronological age; individual trajectories not measured,Training frequency increased with chronological age; individual trajectories not measured,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34250468,RQ-F,limitations,Retrospective cross-sectional self-report; no maturity measurement; descriptive association only; cannot produce safe load injury prevention causal threshold readiness or safety inference,Retrospective cross-sectional self-report; no maturity measurement; descriptive association only; cannot produce safe load injury prevention causal threshold readiness or safety inference,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,event,COMBINED_PLYOMETRIC_AND_RESISTANCE,Combined plyometric and resistance session,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,age_range,Adult competitive,Adult; exact range NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,maturity,NOT_REPORTED,ADULT,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,competitive_level,COMPETITIVE,Competitive,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,intervention,One multimodal plyometric plus resistance session,Multi-modal plyometric plus resistance session,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,component_dose,Exact component dose NOT_VERIFIED_FROM_ABSTRACT,Dose NOT_VERIFIED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,component_order,COMBINED_COMPONENTS; exact order NOT_REPORTED,Combined same-session components,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,separation_hours,NOT_APPLICABLE,0,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,actual_interval_hours,24;48,0,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,outcome_measure,Vertical/broad jump; linear sprint; repeated agility; DOMS; CK,"Vertical and broad jump, linear sprint, repeated agility, DOMS, CK",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,instrument_protocol,ABSTRACT_ONLY,Abstract-level field and blood testing,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,time_horizon,48 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,time_points,PRE;24H;48H,Pre; 24 h; 48 h,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,missingness,"Sex, maturity, exact component dose/order, and 72-h state NOT_REPORTED",No 72-h point,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,effect_estimate,Jump and linear sprint impaired 24/48 h; agility impaired 24 h; DOMS/CK elevated 24/48 h,Jump and linear sprint impaired at 24 and 48 h; agility impaired at 24 h; DOMS and CK elevated at 24 and 48 h,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,uncertainty,n=9; other sport; combined components cannot be causally separated,n=9; abstract only; combined components cannot be separated,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34296839,RQ-B,limitations,No universal interval; suggested source interval not adopted; no safety or clearance inference,Indirect other-sport evidence and no universal interval inference,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,event,MIDDLE_AND_LONG_DISTANCE_RUNNING,Middle- and long-distance running,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,training_age,MIXED,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,competitive_level,MIXED_RUNNER_STATUS,Mixed,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,season,NOT_REPORTED,Multiple phases,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,intervention,Systematic review of training-intensity distribution,Training-intensity distribution classified by multiple methods,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,comparator,Different TID patterns and quantification methods,No microcycle-length comparator,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,component_dose,20 articles,NOT_VERIFIED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,component_order,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,separation_hours,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,actual_interval_hours,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,outcome_domain,TRAINING_INTENSITY_DISTRIBUTION;MEASUREMENT_METHOD,MEASUREMENT_METHOD;PRACTICE_DESCRIPTION,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,outcome_measure,"Classification by sRPE, heart rate, lactate, race pace, and speed",Intensity-distribution classification,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,instrument_protocol,ABSTRACT_ONLY,"sRPE, heart rate, lactate, race pace, and running speed methods",NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,time_horizon,HETEROGENEOUS,Long-term training organization,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,missingness,"Exact youth 800/1500 stratum, microcycle comparison, and adverse events NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,adverse_events,NOT_SYNTHESIZED,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,effect_estimate,Materially different TID classifications across measurement methods,Classification differed materially by method; no frame effect,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,uncertainty,Heterogeneous designs and measurement methods,Abstract only; heterogeneous measurement methods,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34749417,RQ-A,limitations,"Duplicate bibliographic identity with raw A2; cannot justify cycle length, readiness, recovery, or 9.5-day superiority",Cannot select a 9.5-day duration or collapse unlike intensity measures,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34767655,RQ-C,population,"30 moderately trained adult distance runners, strength-naive",30 moderately trained distance runners inexperienced in strength training,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34767655,RQ-C,event,DISTANCE_RUNNING,Distance running,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34767655,RQ-C,training_age,At least 30 km/week,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
SRC-PMID-34767655,RQ-C,competitive_level,MODERATELY_TRAINED,At least 30 km/week; moderately trained,NOT_VERIFIED,PENDING_HUMAN
